Collecting...
Analyzing...
Found 785 different typed gadgets
Collected gadgets saved in ls64.collected
Verifying...
Found 660 different verified gadgets
Verified gadgets saved in ls64.verified
         44239686 function calls (44001934 primitive calls) in 50.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 plistlib.py:448(end_dict)
        1    0.000    0.000    0.000    0.000 <decorator-gen-222>:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:423(register_loader_type)
        1    0.000    0.000    0.000    0.000 reassembler.py:900(Procedure)
        1    0.000    0.000    0.000    0.000 section.py:11(MachOSection)
        2    0.000    0.000    0.000    0.000 sim_type.py:589(__init__)
        1    0.000    0.000    0.000    0.000 bool_result.py:3(BoolResult)
        1    0.000    0.000    0.000    0.000 cdg.py:53(CDG)
        1    0.000    0.000    0.000    0.000 __init__.py:84(_make_expr_ops)
        2    0.000    0.000    0.000    0.000 pytree.py:50(__new__)
        1    0.000    0.000    0.000    0.000 expr.py:623(CCall)
        1    0.000    0.000    0.000    0.000 converters.py:160(to_unicode)
        1    0.000    0.000    0.000    0.000 fp.py:6(FP)
        1    0.000    0.000    0.000    0.000 fixer_util.py:24(RParen)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 console.py:1093(ConsolePrinter)
        1    0.000    0.000    0.000    0.000 xcore.py:23(XcoreOp)
        1    0.000    0.000    0.000    0.000 connection.py:117(Listener)
        1    0.000    0.000    0.000    0.000 adapters.py:24(BitIntegerAdapter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 expr.py:11(IRExpr)
        1    0.000    0.000    0.000    0.000 widgets.py:690(CurrentTime)
        2    0.000    0.000    0.000    0.000 segments.py:87(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 segment.py:8(MachOSegment)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 elf_tls.py:14(ELFTLSObject)
        1    0.000    0.000    0.000    0.000 windows.py:22(SimWindows)
        1    0.000    0.000    0.000    0.000 _osx_support.py:260(_override_all_archs)
        1    0.000    0.000    0.000    0.000 executor.py:7(Executor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-43>:1(<module>)
        2    0.000    0.000    0.000    0.000 sim_type.py:405(__init__)
        1    0.000    0.000    0.000    0.000 set_tid_address.py:8(set_tid_address)
        1    0.000    0.000    0.000    0.000 c_ast.py:574(Label)
        1    0.000    0.000    0.000    0.000 reportviews.py:1074(OutMultiEdgeView)
        1    0.000    0.000    0.000    0.000 z3.py:7330(Probe)
        1    0.000    0.000    0.000    0.000 simos.py:25(SimOS)
        1    0.000    0.000    0.000    0.000 format_parser.py:10(FormatString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        1    0.000    0.000    0.000    0.000 cparser.py:396(_process_macros)
        1    0.000    0.000    0.000    0.000 constants.py:10(E_FLAGS)
        1    0.000    0.000    0.000    0.000 sparc.py:22(SparcOp)
        2    0.000    0.000    0.000    0.000 _monitor.py:41(exit)
        1    0.000    0.000    0.000    0.000 variable_recovery_fast.py:41(SpAndOffset)
        1    0.000    0.000    0.000    0.000 <decorator-gen-51>:1(<module>)
        5    0.000    0.000    0.000    0.000 _utils.py:7(<genexpr>)
        2    0.000    0.000    0.000    0.000 pytree.py:360(__init__)
        1    0.000    0.000    0.000    0.000 memcmp.py:7(memcmp)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:1589(DefaultProvider)
        1    0.000    0.000    0.000    0.000 elf.py:478(LSB_32)
        1    0.000    0.000    0.000    0.000 sim_type.py:555(SimTypeLength)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-191>:1(<module>)
        3    0.000    0.000    0.000    0.000 _osx_support.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 pereloc.py:7(PEReloc)
       10    0.000    0.000    0.000    0.000 arch.py:80(_initBadInstructions)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:67(__len__)
        1    0.000    0.000    0.000    0.000 congruency_check.py:11(CongruencyCheck)
       10    0.000    0.000    0.000    0.000 cooldict.py:407(_get_backers)
       13    0.000    0.000    0.000    0.000 ccall.py:247(pc_make_rdata)
        1    0.000    0.000    0.000    0.000 reportviews.py:755(OutMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 cfg_job_base.py:13(BlockID)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        3    0.000    0.000    0.000    0.000 elf.py:851(sections)
        1    0.000    0.000    0.000    0.000 memory.py:52(RegionDescriptor)
        2    0.000    0.000    0.000    0.000 service.py:225(__setattr__)
        1    0.000    0.000    0.000    0.000 mach_o.py:255(LSB_64_SegmentCommand)
        1    0.000    0.000    0.000    0.000 structs.py:327(_SLEB128Adapter)
        1    0.000    0.000    0.000    0.000 c_ast.py:350(EllipsisParam)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:620(BouncingBar)
        1    0.000    0.000    0.000    0.000 adapters.py:60(MappingAdapter)
        1    0.000    0.000    0.000    0.000 runner.py:30(Runner)
        1    0.000    0.000    0.000    0.000 stmt.py:480(Exit)
        1    0.000    0.000    0.000    0.000 <decorator-gen-50>:1(<module>)
        1    0.000    0.000    0.000    0.000 calling_conventions.py:234(__init__)
        2    0.000    0.000    0.000    0.000 regions.py:15(is_readable)
        1    0.000    0.000    0.000    0.000 blade.py:8(Blade)
        1    0.000    0.000    0.000    0.000 srand.py:3(srand)
        1    0.000    0.000    0.000    0.000 base.py:8(SimIRExpr)
        1    0.000    0.000    0.000    0.000 keys.py:8(_HashedTuple)
        1    0.000    0.000    0.000    0.000 ropchainx86.py:806(RopChainX86VirtualProtect)
        1    0.000    0.000    0.000    0.000 __init__.py:382(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 sim_variable.py:4(SimVariable)
        1    0.000    0.000    0.000    0.000 sim_type.py:614(__init__)
        1    0.000    0.000    0.000    0.000 cfg_fast.py:74(SegmentList)
       19    0.000    0.000    0.000    0.000 __init__.py:18(register_simos)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:34(InverseLaplacian)
       10    0.000    0.000    0.000    0.000 cooldict.py:241(_get_backers)
        2    0.000    0.000    0.000    0.000 yacc.py:110(__init__)
        1    0.000    0.000    0.000    0.000 sim_time.py:25(GetLocalTime)
        6    0.000    0.000    0.000    0.000 model.py:167(is_integer_type)
        2    0.000    0.000    0.000    0.000 relocation.py:71(num_relocations)
        1    0.000    0.000    0.000    0.000 rr.py:8(RRCache)
        1    0.000    0.000    0.000    0.000 console.py:1183(ELFConsole)
        1    0.000    0.000    0.000    0.000 linux.py:18(SimLinux)
        1    0.000    0.000    0.000    0.000 ihex.py:21(Hex)
        2    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 dwarfinfo.py:54(DWARFInfo)
        1    0.000    0.000    0.000    0.000 z3.py:6692(FiniteDomainNumRef)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 systemz.py:23(SyszOp)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 container.py:101(ListContainer)
       17    0.000    0.000    0.000    0.000 fp.py:29(raw_to_fp)
        1    0.000    0.000    0.000    0.000 core.py:1154(Anchor)
        1    0.000    0.000    0.000    0.000 z3.py:1720(QuantifierRef)
        1    0.000    0.000    0.000    0.000 gexf.py:247(GEXFWriter)
        3    0.000    0.000    0.000    0.000 __init__.py:764(setFormatter)
        8    0.000    0.000    0.000    0.000 plyparser.py:79(decorate)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 sections.py:88(num_symbols)
        1    0.000    0.000    0.000    0.000 disassembly.py:115(Instruction)
        1    0.000    0.000    0.000    0.000 z3.py:797(ExprRef)
        1    0.000    0.000    0.000    0.000 machprinter.py:25(MachOPrinter)
        3    0.000    0.000    0.000    0.000 cpp.py:143(__init__)
        1    0.000    0.000    0.000    0.000 cfg_utils.py:18(CFGUtils)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:40(_PCGSolver)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 failure.py:7(__init__)
        1    0.000    0.000    0.000    0.000 pe.py:43(IMAGE_SCN)
        1    0.000    0.000    0.000    0.000 arch_arm.py:306(ArchARMEL)
        2    0.000    0.000    0.000    0.000 argparse.py:859(__call__)
        1    0.000    0.000    0.000    0.000 search.py:34(Searcher)
        1    0.000    0.000    0.000    0.000 arm.py:22(ArmOpValue)
        1    0.000    0.000    0.000    0.000 forking.py:114(Popen)
        1    0.000    0.000    0.000    0.000 z3printer.py:354(LineBreakFormatObject)
        1    0.000    0.000    0.000    0.000 widgets.py:100(WidgetBase)
        2    0.000    0.000    0.000    0.000 misc.py:57(recursive_repr)
        1    0.000    0.000    0.000    0.000 loggers.py:4(Loggers)
        1    0.000    0.000    0.000    0.000 mmap.py:3(mmap)
        1    0.000    0.000    0.000    0.000 newrange.py:146(range_iterator)
        1    0.000    0.000    0.000    0.000 ux.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:102(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 bits.py:3(Bits)
        1    0.000    0.000    0.000    0.000 codenode.py:5(CodeNode)
        1    0.000    0.000    0.000    0.000 reportviews.py:1119(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 mach_o.py:151(UuidCommand)
        1    0.000    0.000    0.000    0.000 graphml.py:353(GraphMLWriter)
        1    0.000    0.000    0.000    0.000 disassembly.py:90(BlockStart)
        1    0.000    0.000    0.000    0.000 debug.py:13(Probe)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(White)
        1    0.000    0.000    0.000    0.000 arm.py:16(ArmOpShift)
        2    0.000    0.000    0.000    0.000 yacc.py:3032(get_error_func)
        1    0.000    0.000    0.000    0.000 externs.py:11(ExternObject)
        1    0.000    0.000    0.000    0.000 semantic.py:288(CommandClass)
        1    0.000    0.000    0.000    0.000 cfg_fast.py:437(FunctionReturn)
        1    0.000    0.000    0.000    0.000 oppologist.py:17(Oppologist)
        8    0.000    0.000    0.000    0.000 loader.py:24(outer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-276>:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:45(StreamWrapper)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 coreviews.py:262(ReadOnlyGraph)
        1    0.000    0.000    0.000    0.000 patcomp.py:43(PatternCompiler)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:6(Node)
        1    0.000    0.000    0.000    0.000 coreviews.py:25(AtlasView)
        1    0.000    0.000    0.000    0.000 __init__.py:2069(NoDists)
        1    0.000    0.000    0.000    0.000 sim_type.py:585(SimTypeFloat)
        1    0.000    0.000    0.000    0.000 arch_soot.py:49(SootAddressDescriptor)
        2    0.000    0.000    0.000    0.000 _utils.py:142(_environ_cols_wrapper)
        1    0.000    0.000    0.000    0.000 ordered.py:29(OrderedGraph)
        1    0.000    0.000    0.000    0.000 cfg_job_base.py:69(FunctionKey)
        1    0.000    0.000    0.000    0.000 parse.py:27(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        1    0.000    0.000    0.000    0.000 Gadget.py:20(Gadget)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 z3.py:6941(ApplyResult)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 reassembler.py:244(ObjectLabel)
        3    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        3    0.000    0.000    0.000    0.000 elf_tls.py:106(thread_pointer)
        1    0.000    0.000    0.000    0.000 procedure.py:8(SimEngineProcedure)
        1    0.000    0.000    0.000    0.000 systemz.py:8(SyszOpMem)
        1    0.000    0.000    0.000    0.000 director.py:118(ExecuteAddressGoal)
        1    0.000    0.000    0.000    0.000 graphml.py:695(GraphMLReader)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 z3.py:2621(RatNumRef)
        1    0.000    0.000    0.000    0.000 perror.py:7(perror)
        1    0.000    0.000    0.000    0.000 state_hierarchy.py:11(StateHierarchy)
        1    0.000    0.000    0.000    0.000 stmt.py:534(LoadG)
        3    0.000    0.000    0.000    0.000 __init__.py:276(<genexpr>)
        1    0.000    0.000    0.000    0.000 file.py:14(Flags)
        2    0.000    0.000    0.000    0.000 widgets.py:87(__init__)
        1    0.000    0.000    0.000    0.000 variable_recovery_fast.py:369(VariableRecoveryFastState)
        1    0.000    0.000    0.000    0.000 c_parser.py:1241(p_initializer_1)
        1    0.000    0.000    0.000    0.000 callframe.py:17(CallFrameInfo)
        1    0.000    0.000    0.000    0.000 <decorator-gen-89>:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:295(JoinableQueue)
        1    0.000    0.000    0.000    0.000 sim_type.py:326(SimTypePointer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 printer.py:73(FileDataPrinter)
        1    0.000    0.000    0.000    0.000 cooldict.py:342(SinkholeCOWDict)
        1    0.000    0.000    0.000    0.000 strtol.py:11(strtol)
        1    0.000    0.000    0.000    0.000 <decorator-gen-265>:1(<module>)
        1    0.000    0.000    0.000    0.000 ddg.py:310(DDGViewItem)
        1    0.000    0.000    0.000    0.000 <decorator-gen-453>:1(<module>)
        1    0.000    0.000    0.000    0.000 sections.py:144(SUNWSyminfoTableSection)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 calling_conventions.py:104(SimStackArg)
        1    0.000    0.000    0.000    0.000 plistlib.py:365(Data)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1376(TreeBuilder)
        2    0.000    0.000    0.000    0.000 container.py:8(recursion_lock)
        3    0.000    0.000    0.000    0.000 __init__.py:1940(register_finder)
        1    0.000    0.000    0.000    0.000 type_backend.py:145(TypeAnnotation)
        1    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 stmt.py:606(StoreG)
